"Absolute path" "Relative path" "Class name"
"C:\pp var 4\dataset3\04372.jpg" dataset3\04372.jpg tulip
"C:\pp var 4\dataset3\06414.jpg" dataset3\06414.jpg tulip
"C:\pp var 4\dataset3\07937.jpg" dataset3\07937.jpg tulip
"C:\pp var 4\dataset3\03006.jpg" dataset3\03006.jpg tulip
"C:\pp var 4\dataset3\03976.jpg" dataset3\03976.jpg tulip
"C:\pp var 4\dataset3\06201.jpg" dataset3\06201.jpg tulip
"C:\pp var 4\dataset3\05466.jpg" dataset3\05466.jpg tulip
"C:\pp var 4\dataset3\02065.jpg" dataset3\02065.jpg tulip
"C:\pp var 4\dataset3\03203.jpg" dataset3\03203.jpg tulip
"C:\pp var 4\dataset3\08688.jpg" dataset3\08688.jpg tulip
"C:\pp var 4\dataset3\09878.jpg" dataset3\09878.jpg tulip
"C:\pp var 4\dataset3\08216.jpg" dataset3\08216.jpg tulip
"C:\pp var 4\dataset3\03891.jpg" dataset3\03891.jpg tulip
"C:\pp var 4\dataset3\09910.jpg" dataset3\09910.jpg tulip
"C:\pp var 4\dataset3\04082.jpg" dataset3\04082.jpg tulip
"C:\pp var 4\dataset3\03477.jpg" dataset3\03477.jpg tulip
"C:\pp var 4\dataset3\00666.jpg" dataset3\00666.jpg tulip
"C:\pp var 4\dataset3\08390.jpg" dataset3\08390.jpg tulip
"C:\pp var 4\dataset3\07474.jpg" dataset3\07474.jpg tulip
"C:\pp var 4\dataset3\01882.jpg" dataset3\01882.jpg tulip
"C:\pp var 4\dataset3\00055.jpg" dataset3\00055.jpg tulip
"C:\pp var 4\dataset3\08350.jpg" dataset3\08350.jpg tulip
"C:\pp var 4\dataset3\03120.jpg" dataset3\03120.jpg tulip
"C:\pp var 4\dataset3\08231.jpg" dataset3\08231.jpg tulip
"C:\pp var 4\dataset3\08892.jpg" dataset3\08892.jpg tulip
"C:\pp var 4\dataset3\09379.jpg" dataset3\09379.jpg tulip
"C:\pp var 4\dataset3\08289.jpg" dataset3\08289.jpg tulip
"C:\pp var 4\dataset3\06228.jpg" dataset3\06228.jpg tulip
"C:\pp var 4\dataset3\03528.jpg" dataset3\03528.jpg tulip
"C:\pp var 4\dataset3\09588.jpg" dataset3\09588.jpg tulip
"C:\pp var 4\dataset3\05178.jpg" dataset3\05178.jpg tulip
"C:\pp var 4\dataset3\06459.jpg" dataset3\06459.jpg tulip
"C:\pp var 4\dataset3\02217.jpg" dataset3\02217.jpg tulip
"C:\pp var 4\dataset3\07639.jpg" dataset3\07639.jpg tulip
"C:\pp var 4\dataset3\06648.jpg" dataset3\06648.jpg tulip
"C:\pp var 4\dataset3\09831.jpg" dataset3\09831.jpg tulip
"C:\pp var 4\dataset3\04420.jpg" dataset3\04420.jpg tulip
"C:\pp var 4\dataset3\06393.jpg" dataset3\06393.jpg tulip
"C:\pp var 4\dataset3\09801.jpg" dataset3\09801.jpg tulip
"C:\pp var 4\dataset3\07847.jpg" dataset3\07847.jpg tulip
"C:\pp var 4\dataset3\08955.jpg" dataset3\08955.jpg tulip
"C:\pp var 4\dataset3\03500.jpg" dataset3\03500.jpg tulip
"C:\pp var 4\dataset3\04222.jpg" dataset3\04222.jpg tulip
"C:\pp var 4\dataset3\06220.jpg" dataset3\06220.jpg tulip
"C:\pp var 4\dataset3\09101.jpg" dataset3\09101.jpg tulip
"C:\pp var 4\dataset3\00269.jpg" dataset3\00269.jpg tulip
"C:\pp var 4\dataset3\05942.jpg" dataset3\05942.jpg tulip
"C:\pp var 4\dataset3\04091.jpg" dataset3\04091.jpg tulip
"C:\pp var 4\dataset3\04985.jpg" dataset3\04985.jpg tulip
"C:\pp var 4\dataset3\02501.jpg" dataset3\02501.jpg tulip
"C:\pp var 4\dataset3\08593.jpg" dataset3\08593.jpg tulip
"C:\pp var 4\dataset3\04263.jpg" dataset3\04263.jpg tulip
"C:\pp var 4\dataset3\01999.jpg" dataset3\01999.jpg tulip
"C:\pp var 4\dataset3\04339.jpg" dataset3\04339.jpg tulip
"C:\pp var 4\dataset3\08403.jpg" dataset3\08403.jpg tulip
"C:\pp var 4\dataset3\06695.jpg" dataset3\06695.jpg tulip
"C:\pp var 4\dataset3\06114.jpg" dataset3\06114.jpg tulip
"C:\pp var 4\dataset3\07602.jpg" dataset3\07602.jpg tulip
"C:\pp var 4\dataset3\05019.jpg" dataset3\05019.jpg tulip
"C:\pp var 4\dataset3\07193.jpg" dataset3\07193.jpg tulip
"C:\pp var 4\dataset3\09760.jpg" dataset3\09760.jpg tulip
"C:\pp var 4\dataset3\06152.jpg" dataset3\06152.jpg tulip
"C:\pp var 4\dataset3\01879.jpg" dataset3\01879.jpg tulip
"C:\pp var 4\dataset3\08079.jpg" dataset3\08079.jpg tulip
"C:\pp var 4\dataset3\08059.jpg" dataset3\08059.jpg tulip
"C:\pp var 4\dataset3\07633.jpg" dataset3\07633.jpg tulip
"C:\pp var 4\dataset3\07626.jpg" dataset3\07626.jpg tulip
"C:\pp var 4\dataset3\06095.jpg" dataset3\06095.jpg tulip
"C:\pp var 4\dataset3\04253.jpg" dataset3\04253.jpg tulip
"C:\pp var 4\dataset3\03724.jpg" dataset3\03724.jpg tulip
"C:\pp var 4\dataset3\02895.jpg" dataset3\02895.jpg tulip
"C:\pp var 4\dataset3\04163.jpg" dataset3\04163.jpg tulip
"C:\pp var 4\dataset3\08110.jpg" dataset3\08110.jpg tulip
"C:\pp var 4\dataset3\05579.jpg" dataset3\05579.jpg tulip
"C:\pp var 4\dataset3\04819.jpg" dataset3\04819.jpg tulip
"C:\pp var 4\dataset3\02683.jpg" dataset3\02683.jpg tulip
"C:\pp var 4\dataset3\08419.jpg" dataset3\08419.jpg tulip
"C:\pp var 4\dataset3\01463.jpg" dataset3\01463.jpg tulip
"C:\pp var 4\dataset3\01749.jpg" dataset3\01749.jpg tulip
"C:\pp var 4\dataset3\03252.jpg" dataset3\03252.jpg tulip
"C:\pp var 4\dataset3\02476.jpg" dataset3\02476.jpg tulip
"C:\pp var 4\dataset3\07492.jpg" dataset3\07492.jpg tulip
"C:\pp var 4\dataset3\04309.jpg" dataset3\04309.jpg tulip
"C:\pp var 4\dataset3\04043.jpg" dataset3\04043.jpg tulip
"C:\pp var 4\dataset3\08715.jpg" dataset3\08715.jpg tulip
"C:\pp var 4\dataset3\00815.jpg" dataset3\00815.jpg tulip
"C:\pp var 4\dataset3\01255.jpg" dataset3\01255.jpg tulip
"C:\pp var 4\dataset3\06409.jpg" dataset3\06409.jpg tulip
"C:\pp var 4\dataset3\00422.jpg" dataset3\00422.jpg tulip
"C:\pp var 4\dataset3\02965.jpg" dataset3\02965.jpg tulip
"C:\pp var 4\dataset3\05054.jpg" dataset3\05054.jpg tulip
"C:\pp var 4\dataset3\05389.jpg" dataset3\05389.jpg tulip
"C:\pp var 4\dataset3\03930.jpg" dataset3\03930.jpg tulip
"C:\pp var 4\dataset3\09789.jpg" dataset3\09789.jpg tulip
"C:\pp var 4\dataset3\04092.jpg" dataset3\04092.jpg tulip
"C:\pp var 4\dataset3\09796.jpg" dataset3\09796.jpg tulip
"C:\pp var 4\dataset3\04831.jpg" dataset3\04831.jpg tulip
"C:\pp var 4\dataset3\05060.jpg" dataset3\05060.jpg tulip
"C:\pp var 4\dataset3\08932.jpg" dataset3\08932.jpg tulip
"C:\pp var 4\dataset3\03448.jpg" dataset3\03448.jpg tulip
"C:\pp var 4\dataset3\04715.jpg" dataset3\04715.jpg tulip
"C:\pp var 4\dataset3\03375.jpg" dataset3\03375.jpg tulip
"C:\pp var 4\dataset3\03833.jpg" dataset3\03833.jpg tulip
"C:\pp var 4\dataset3\02119.jpg" dataset3\02119.jpg tulip
"C:\pp var 4\dataset3\07745.jpg" dataset3\07745.jpg tulip
"C:\pp var 4\dataset3\00317.jpg" dataset3\00317.jpg tulip
"C:\pp var 4\dataset3\08383.jpg" dataset3\08383.jpg tulip
"C:\pp var 4\dataset3\03274.jpg" dataset3\03274.jpg tulip
"C:\pp var 4\dataset3\02991.jpg" dataset3\02991.jpg tulip
"C:\pp var 4\dataset3\01181.jpg" dataset3\01181.jpg tulip
"C:\pp var 4\dataset3\05561.jpg" dataset3\05561.jpg tulip
"C:\pp var 4\dataset3\03031.jpg" dataset3\03031.jpg tulip
"C:\pp var 4\dataset3\08648.jpg" dataset3\08648.jpg tulip
"C:\pp var 4\dataset3\03344.jpg" dataset3\03344.jpg tulip
"C:\pp var 4\dataset3\06141.jpg" dataset3\06141.jpg tulip
"C:\pp var 4\dataset3\06078.jpg" dataset3\06078.jpg tulip
"C:\pp var 4\dataset3\02650.jpg" dataset3\02650.jpg tulip
"C:\pp var 4\dataset3\07083.jpg" dataset3\07083.jpg tulip
"C:\pp var 4\dataset3\08128.jpg" dataset3\08128.jpg tulip
"C:\pp var 4\dataset3\06090.jpg" dataset3\06090.jpg tulip
"C:\pp var 4\dataset3\01793.jpg" dataset3\01793.jpg tulip
"C:\pp var 4\dataset3\00137.jpg" dataset3\00137.jpg tulip
"C:\pp var 4\dataset3\03733.jpg" dataset3\03733.jpg tulip
"C:\pp var 4\dataset3\09472.jpg" dataset3\09472.jpg tulip
"C:\pp var 4\dataset3\08721.jpg" dataset3\08721.jpg tulip
"C:\pp var 4\dataset3\02631.jpg" dataset3\02631.jpg tulip
"C:\pp var 4\dataset3\08936.jpg" dataset3\08936.jpg tulip
"C:\pp var 4\dataset3\07803.jpg" dataset3\07803.jpg tulip
"C:\pp var 4\dataset3\03572.jpg" dataset3\03572.jpg tulip
"C:\pp var 4\dataset3\09985.jpg" dataset3\09985.jpg tulip
"C:\pp var 4\dataset3\04567.jpg" dataset3\04567.jpg tulip
"C:\pp var 4\dataset3\06760.jpg" dataset3\06760.jpg tulip
"C:\pp var 4\dataset3\00686.jpg" dataset3\00686.jpg tulip
"C:\pp var 4\dataset3\06198.jpg" dataset3\06198.jpg tulip
"C:\pp var 4\dataset3\05241.jpg" dataset3\05241.jpg tulip
"C:\pp var 4\dataset3\02079.jpg" dataset3\02079.jpg tulip
"C:\pp var 4\dataset3\06285.jpg" dataset3\06285.jpg tulip
"C:\pp var 4\dataset3\05464.jpg" dataset3\05464.jpg tulip
"C:\pp var 4\dataset3\04365.jpg" dataset3\04365.jpg tulip
"C:\pp var 4\dataset3\00548.jpg" dataset3\00548.jpg tulip
"C:\pp var 4\dataset3\02623.jpg" dataset3\02623.jpg tulip
"C:\pp var 4\dataset3\01619.jpg" dataset3\01619.jpg tulip
"C:\pp var 4\dataset3\00467.jpg" dataset3\00467.jpg tulip
"C:\pp var 4\dataset3\05675.jpg" dataset3\05675.jpg tulip
"C:\pp var 4\dataset3\05788.jpg" dataset3\05788.jpg tulip
"C:\pp var 4\dataset3\01440.jpg" dataset3\01440.jpg tulip
"C:\pp var 4\dataset3\00573.jpg" dataset3\00573.jpg tulip
"C:\pp var 4\dataset3\08190.jpg" dataset3\08190.jpg tulip
"C:\pp var 4\dataset3\01835.jpg" dataset3\01835.jpg tulip
"C:\pp var 4\dataset3\00022.jpg" dataset3\00022.jpg tulip
"C:\pp var 4\dataset3\02396.jpg" dataset3\02396.jpg tulip
"C:\pp var 4\dataset3\07551.jpg" dataset3\07551.jpg tulip
"C:\pp var 4\dataset3\05848.jpg" dataset3\05848.jpg tulip
"C:\pp var 4\dataset3\06997.jpg" dataset3\06997.jpg tulip
"C:\pp var 4\dataset3\01898.jpg" dataset3\01898.jpg tulip
"C:\pp var 4\dataset3\01189.jpg" dataset3\01189.jpg tulip
"C:\pp var 4\dataset3\04482.jpg" dataset3\04482.jpg tulip
"C:\pp var 4\dataset3\05995.jpg" dataset3\05995.jpg tulip
"C:\pp var 4\dataset3\01344.jpg" dataset3\01344.jpg tulip
"C:\pp var 4\dataset3\04772.jpg" dataset3\04772.jpg tulip
"C:\pp var 4\dataset3\07891.jpg" dataset3\07891.jpg tulip
"C:\pp var 4\dataset3\08723.jpg" dataset3\08723.jpg tulip
"C:\pp var 4\dataset3\03487.jpg" dataset3\03487.jpg tulip
"C:\pp var 4\dataset3\03903.jpg" dataset3\03903.jpg tulip
"C:\pp var 4\dataset3\09840.jpg" dataset3\09840.jpg tulip
"C:\pp var 4\dataset3\08606.jpg" dataset3\08606.jpg tulip
"C:\pp var 4\dataset3\02475.jpg" dataset3\02475.jpg tulip
"C:\pp var 4\dataset3\06286.jpg" dataset3\06286.jpg tulip
"C:\pp var 4\dataset3\06091.jpg" dataset3\06091.jpg tulip
"C:\pp var 4\dataset3\07170.jpg" dataset3\07170.jpg tulip
"C:\pp var 4\dataset3\05477.jpg" dataset3\05477.jpg tulip
"C:\pp var 4\dataset3\04313.jpg" dataset3\04313.jpg tulip
"C:\pp var 4\dataset3\02995.jpg" dataset3\02995.jpg tulip
"C:\pp var 4\dataset3\04293.jpg" dataset3\04293.jpg tulip
"C:\pp var 4\dataset3\02824.jpg" dataset3\02824.jpg tulip
"C:\pp var 4\dataset3\07246.jpg" dataset3\07246.jpg tulip
"C:\pp var 4\dataset3\01453.jpg" dataset3\01453.jpg tulip
"C:\pp var 4\dataset3\05622.jpg" dataset3\05622.jpg tulip
"C:\pp var 4\dataset3\07763.jpg" dataset3\07763.jpg tulip
"C:\pp var 4\dataset3\03799.jpg" dataset3\03799.jpg tulip
"C:\pp var 4\dataset3\06977.jpg" dataset3\06977.jpg tulip
"C:\pp var 4\dataset3\01530.jpg" dataset3\01530.jpg tulip
"C:\pp var 4\dataset3\06756.jpg" dataset3\06756.jpg tulip
"C:\pp var 4\dataset3\01581.jpg" dataset3\01581.jpg tulip
"C:\pp var 4\dataset3\00163.jpg" dataset3\00163.jpg tulip
"C:\pp var 4\dataset3\07909.jpg" dataset3\07909.jpg tulip
"C:\pp var 4\dataset3\03725.jpg" dataset3\03725.jpg tulip
"C:\pp var 4\dataset3\07317.jpg" dataset3\07317.jpg tulip
"C:\pp var 4\dataset3\04508.jpg" dataset3\04508.jpg tulip
"C:\pp var 4\dataset3\08465.jpg" dataset3\08465.jpg tulip
"C:\pp var 4\dataset3\09153.jpg" dataset3\09153.jpg tulip
"C:\pp var 4\dataset3\09341.jpg" dataset3\09341.jpg tulip
"C:\pp var 4\dataset3\03992.jpg" dataset3\03992.jpg tulip
"C:\pp var 4\dataset3\08353.jpg" dataset3\08353.jpg tulip
"C:\pp var 4\dataset3\04579.jpg" dataset3\04579.jpg tulip
"C:\pp var 4\dataset3\00502.jpg" dataset3\00502.jpg tulip
"C:\pp var 4\dataset3\07415.jpg" dataset3\07415.jpg tulip
"C:\pp var 4\dataset3\05101.jpg" dataset3\05101.jpg tulip
"C:\pp var 4\dataset3\04504.jpg" dataset3\04504.jpg tulip
"C:\pp var 4\dataset3\07505.jpg" dataset3\07505.jpg tulip
"C:\pp var 4\dataset3\00967.jpg" dataset3\00967.jpg tulip
"C:\pp var 4\dataset3\03934.jpg" dataset3\03934.jpg tulip
"C:\pp var 4\dataset3\06347.jpg" dataset3\06347.jpg tulip
"C:\pp var 4\dataset3\09404.jpg" dataset3\09404.jpg tulip
"C:\pp var 4\dataset3\03095.jpg" dataset3\03095.jpg tulip
"C:\pp var 4\dataset3\09337.jpg" dataset3\09337.jpg tulip
"C:\pp var 4\dataset3\09661.jpg" dataset3\09661.jpg tulip
"C:\pp var 4\dataset3\09049.jpg" dataset3\09049.jpg tulip
"C:\pp var 4\dataset3\00162.jpg" dataset3\00162.jpg tulip
"C:\pp var 4\dataset3\02340.jpg" dataset3\02340.jpg tulip
"C:\pp var 4\dataset3\08872.jpg" dataset3\08872.jpg tulip
"C:\pp var 4\dataset3\01555.jpg" dataset3\01555.jpg tulip
"C:\pp var 4\dataset3\06805.jpg" dataset3\06805.jpg tulip
"C:\pp var 4\dataset3\05679.jpg" dataset3\05679.jpg tulip
"C:\pp var 4\dataset3\04344.jpg" dataset3\04344.jpg tulip
"C:\pp var 4\dataset3\00174.jpg" dataset3\00174.jpg tulip
"C:\pp var 4\dataset3\03638.jpg" dataset3\03638.jpg tulip
"C:\pp var 4\dataset3\01600.jpg" dataset3\01600.jpg tulip
"C:\pp var 4\dataset3\08602.jpg" dataset3\08602.jpg tulip
"C:\pp var 4\dataset3\06367.jpg" dataset3\06367.jpg tulip
"C:\pp var 4\dataset3\05446.jpg" dataset3\05446.jpg tulip
"C:\pp var 4\dataset3\04688.jpg" dataset3\04688.jpg tulip
"C:\pp var 4\dataset3\01833.jpg" dataset3\01833.jpg tulip
"C:\pp var 4\dataset3\08937.jpg" dataset3\08937.jpg tulip
"C:\pp var 4\dataset3\09262.jpg" dataset3\09262.jpg tulip
"C:\pp var 4\dataset3\02963.jpg" dataset3\02963.jpg tulip
"C:\pp var 4\dataset3\00015.jpg" dataset3\00015.jpg tulip
"C:\pp var 4\dataset3\03606.jpg" dataset3\03606.jpg tulip
"C:\pp var 4\dataset3\05516.jpg" dataset3\05516.jpg tulip
"C:\pp var 4\dataset3\08525.jpg" dataset3\08525.jpg tulip
"C:\pp var 4\dataset3\03272.jpg" dataset3\03272.jpg tulip
"C:\pp var 4\dataset3\01895.jpg" dataset3\01895.jpg tulip
"C:\pp var 4\dataset3\08074.jpg" dataset3\08074.jpg tulip
"C:\pp var 4\dataset3\00334.jpg" dataset3\00334.jpg tulip
"C:\pp var 4\dataset3\06319.jpg" dataset3\06319.jpg tulip
"C:\pp var 4\dataset3\01343.jpg" dataset3\01343.jpg tulip
"C:\pp var 4\dataset3\02801.jpg" dataset3\02801.jpg tulip
"C:\pp var 4\dataset3\03715.jpg" dataset3\03715.jpg tulip
"C:\pp var 4\dataset3\07742.jpg" dataset3\07742.jpg tulip
"C:\pp var 4\dataset3\04003.jpg" dataset3\04003.jpg tulip
"C:\pp var 4\dataset3\07840.jpg" dataset3\07840.jpg tulip
"C:\pp var 4\dataset3\00742.jpg" dataset3\00742.jpg tulip
"C:\pp var 4\dataset3\00862.jpg" dataset3\00862.jpg tulip
"C:\pp var 4\dataset3\02575.jpg" dataset3\02575.jpg tulip
"C:\pp var 4\dataset3\07988.jpg" dataset3\07988.jpg tulip
"C:\pp var 4\dataset3\07365.jpg" dataset3\07365.jpg tulip
"C:\pp var 4\dataset3\02816.jpg" dataset3\02816.jpg tulip
"C:\pp var 4\dataset3\06552.jpg" dataset3\06552.jpg tulip
"C:\pp var 4\dataset3\00591.jpg" dataset3\00591.jpg tulip
"C:\pp var 4\dataset3\08879.jpg" dataset3\08879.jpg tulip
"C:\pp var 4\dataset3\09047.jpg" dataset3\09047.jpg tulip
"C:\pp var 4\dataset3\05198.jpg" dataset3\05198.jpg tulip
"C:\pp var 4\dataset3\02522.jpg" dataset3\02522.jpg tulip
"C:\pp var 4\dataset3\03620.jpg" dataset3\03620.jpg tulip
"C:\pp var 4\dataset3\00081.jpg" dataset3\00081.jpg tulip
"C:\pp var 4\dataset3\09537.jpg" dataset3\09537.jpg tulip
"C:\pp var 4\dataset3\02538.jpg" dataset3\02538.jpg tulip
"C:\pp var 4\dataset3\01853.jpg" dataset3\01853.jpg tulip
"C:\pp var 4\dataset3\00894.jpg" dataset3\00894.jpg tulip
"C:\pp var 4\dataset3\03379.jpg" dataset3\03379.jpg tulip
"C:\pp var 4\dataset3\02243.jpg" dataset3\02243.jpg tulip
"C:\pp var 4\dataset3\03878.jpg" dataset3\03878.jpg tulip
"C:\pp var 4\dataset3\01428.jpg" dataset3\01428.jpg tulip
"C:\pp var 4\dataset3\01244.jpg" dataset3\01244.jpg tulip
"C:\pp var 4\dataset3\04112.jpg" dataset3\04112.jpg tulip
"C:\pp var 4\dataset3\08137.jpg" dataset3\08137.jpg tulip
"C:\pp var 4\dataset3\09993.jpg" dataset3\09993.jpg tulip
"C:\pp var 4\dataset3\09814.jpg" dataset3\09814.jpg tulip
"C:\pp var 4\dataset3\03054.jpg" dataset3\03054.jpg tulip
"C:\pp var 4\dataset3\07230.jpg" dataset3\07230.jpg tulip
"C:\pp var 4\dataset3\07533.jpg" dataset3\07533.jpg tulip
"C:\pp var 4\dataset3\00775.jpg" dataset3\00775.jpg tulip
"C:\pp var 4\dataset3\00384.jpg" dataset3\00384.jpg tulip
"C:\pp var 4\dataset3\07877.jpg" dataset3\07877.jpg tulip
"C:\pp var 4\dataset3\00693.jpg" dataset3\00693.jpg tulip
"C:\pp var 4\dataset3\09306.jpg" dataset3\09306.jpg tulip
"C:\pp var 4\dataset3\01297.jpg" dataset3\01297.jpg tulip
"C:\pp var 4\dataset3\01078.jpg" dataset3\01078.jpg tulip
"C:\pp var 4\dataset3\03637.jpg" dataset3\03637.jpg tulip
"C:\pp var 4\dataset3\00406.jpg" dataset3\00406.jpg tulip
"C:\pp var 4\dataset3\08480.jpg" dataset3\08480.jpg tulip
"C:\pp var 4\dataset3\02384.jpg" dataset3\02384.jpg tulip
"C:\pp var 4\dataset3\05966.jpg" dataset3\05966.jpg tulip
"C:\pp var 4\dataset3\09908.jpg" dataset3\09908.jpg tulip
"C:\pp var 4\dataset3\04737.jpg" dataset3\04737.jpg tulip
"C:\pp var 4\dataset3\07560.jpg" dataset3\07560.jpg tulip
"C:\pp var 4\dataset3\01093.jpg" dataset3\01093.jpg tulip
"C:\pp var 4\dataset3\02485.jpg" dataset3\02485.jpg tulip
"C:\pp var 4\dataset3\08908.jpg" dataset3\08908.jpg tulip
"C:\pp var 4\dataset3\09781.jpg" dataset3\09781.jpg tulip
"C:\pp var 4\dataset3\04741.jpg" dataset3\04741.jpg tulip
"C:\pp var 4\dataset3\07359.jpg" dataset3\07359.jpg tulip
"C:\pp var 4\dataset3\00856.jpg" dataset3\00856.jpg tulip
"C:\pp var 4\dataset3\04539.jpg" dataset3\04539.jpg tulip
"C:\pp var 4\dataset3\06735.jpg" dataset3\06735.jpg tulip
"C:\pp var 4\dataset3\06374.jpg" dataset3\06374.jpg tulip
"C:\pp var 4\dataset3\09255.jpg" dataset3\09255.jpg tulip
"C:\pp var 4\dataset3\05636.jpg" dataset3\05636.jpg tulip
"C:\pp var 4\dataset3\05599.jpg" dataset3\05599.jpg tulip
"C:\pp var 4\dataset3\08012.jpg" dataset3\08012.jpg tulip
"C:\pp var 4\dataset3\05180.jpg" dataset3\05180.jpg tulip
"C:\pp var 4\dataset3\08992.jpg" dataset3\08992.jpg tulip
"C:\pp var 4\dataset3\08948.jpg" dataset3\08948.jpg tulip
"C:\pp var 4\dataset3\00485.jpg" dataset3\00485.jpg tulip
"C:\pp var 4\dataset3\06916.jpg" dataset3\06916.jpg tulip
"C:\pp var 4\dataset3\09568.jpg" dataset3\09568.jpg tulip
"C:\pp var 4\dataset3\08385.jpg" dataset3\08385.jpg tulip
"C:\pp var 4\dataset3\07042.jpg" dataset3\07042.jpg tulip
"C:\pp var 4\dataset3\09899.jpg" dataset3\09899.jpg tulip
"C:\pp var 4\dataset3\02094.jpg" dataset3\02094.jpg tulip
"C:\pp var 4\dataset3\07385.jpg" dataset3\07385.jpg tulip
"C:\pp var 4\dataset3\06844.jpg" dataset3\06844.jpg tulip
"C:\pp var 4\dataset3\07955.jpg" dataset3\07955.jpg tulip
"C:\pp var 4\dataset3\03511.jpg" dataset3\03511.jpg tulip
"C:\pp var 4\dataset3\00673.jpg" dataset3\00673.jpg tulip
"C:\pp var 4\dataset3\03831.jpg" dataset3\03831.jpg tulip
"C:\pp var 4\dataset3\09558.jpg" dataset3\09558.jpg tulip
"C:\pp var 4\dataset3\02765.jpg" dataset3\02765.jpg tulip
"C:\pp var 4\dataset3\06132.jpg" dataset3\06132.jpg tulip
"C:\pp var 4\dataset3\09612.jpg" dataset3\09612.jpg tulip
"C:\pp var 4\dataset3\04086.jpg" dataset3\04086.jpg tulip
"C:\pp var 4\dataset3\02023.jpg" dataset3\02023.jpg tulip
"C:\pp var 4\dataset3\00785.jpg" dataset3\00785.jpg tulip
"C:\pp var 4\dataset3\06462.jpg" dataset3\06462.jpg tulip
"C:\pp var 4\dataset3\03970.jpg" dataset3\03970.jpg tulip
"C:\pp var 4\dataset3\06450.jpg" dataset3\06450.jpg tulip
"C:\pp var 4\dataset3\04001.jpg" dataset3\04001.jpg tulip
"C:\pp var 4\dataset3\05511.jpg" dataset3\05511.jpg tulip
"C:\pp var 4\dataset3\03193.jpg" dataset3\03193.jpg tulip
"C:\pp var 4\dataset3\06246.jpg" dataset3\06246.jpg tulip
"C:\pp var 4\dataset3\01567.jpg" dataset3\01567.jpg tulip
"C:\pp var 4\dataset3\06796.jpg" dataset3\06796.jpg tulip
"C:\pp var 4\dataset3\06703.jpg" dataset3\06703.jpg tulip
"C:\pp var 4\dataset3\03995.jpg" dataset3\03995.jpg tulip
"C:\pp var 4\dataset3\05943.jpg" dataset3\05943.jpg tulip
"C:\pp var 4\dataset3\09563.jpg" dataset3\09563.jpg tulip
"C:\pp var 4\dataset3\04861.jpg" dataset3\04861.jpg tulip
"C:\pp var 4\dataset3\08677.jpg" dataset3\08677.jpg tulip
"C:\pp var 4\dataset3\09921.jpg" dataset3\09921.jpg tulip
"C:\pp var 4\dataset3\03066.jpg" dataset3\03066.jpg tulip
"C:\pp var 4\dataset3\04238.jpg" dataset3\04238.jpg tulip
"C:\pp var 4\dataset3\03152.jpg" dataset3\03152.jpg tulip
"C:\pp var 4\dataset3\08494.jpg" dataset3\08494.jpg tulip
"C:\pp var 4\dataset3\08386.jpg" dataset3\08386.jpg tulip
"C:\pp var 4\dataset3\09485.jpg" dataset3\09485.jpg tulip
"C:\pp var 4\dataset3\00236.jpg" dataset3\00236.jpg tulip
"C:\pp var 4\dataset3\08270.jpg" dataset3\08270.jpg tulip
"C:\pp var 4\dataset3\05585.jpg" dataset3\05585.jpg tulip
"C:\pp var 4\dataset3\02635.jpg" dataset3\02635.jpg tulip
"C:\pp var 4\dataset3\09573.jpg" dataset3\09573.jpg tulip
"C:\pp var 4\dataset3\05143.jpg" dataset3\05143.jpg tulip
"C:\pp var 4\dataset3\07421.jpg" dataset3\07421.jpg tulip
"C:\pp var 4\dataset3\01308.jpg" dataset3\01308.jpg tulip
"C:\pp var 4\dataset3\01981.jpg" dataset3\01981.jpg tulip
"C:\pp var 4\dataset3\07147.jpg" dataset3\07147.jpg tulip
"C:\pp var 4\dataset3\06392.jpg" dataset3\06392.jpg tulip
"C:\pp var 4\dataset3\01000.jpg" dataset3\01000.jpg tulip
"C:\pp var 4\dataset3\03807.jpg" dataset3\03807.jpg tulip
"C:\pp var 4\dataset3\09948.jpg" dataset3\09948.jpg tulip
"C:\pp var 4\dataset3\05497.jpg" dataset3\05497.jpg tulip
"C:\pp var 4\dataset3\08291.jpg" dataset3\08291.jpg tulip
"C:\pp var 4\dataset3\09591.jpg" dataset3\09591.jpg tulip
"C:\pp var 4\dataset3\01646.jpg" dataset3\01646.jpg tulip
"C:\pp var 4\dataset3\03380.jpg" dataset3\03380.jpg tulip
"C:\pp var 4\dataset3\04348.jpg" dataset3\04348.jpg tulip
"C:\pp var 4\dataset3\08266.jpg" dataset3\08266.jpg tulip
"C:\pp var 4\dataset3\05321.jpg" dataset3\05321.jpg tulip
"C:\pp var 4\dataset3\09920.jpg" dataset3\09920.jpg tulip
"C:\pp var 4\dataset3\02142.jpg" dataset3\02142.jpg tulip
"C:\pp var 4\dataset3\09870.jpg" dataset3\09870.jpg tulip
"C:\pp var 4\dataset3\05472.jpg" dataset3\05472.jpg tulip
"C:\pp var 4\dataset3\07249.jpg" dataset3\07249.jpg tulip
"C:\pp var 4\dataset3\08651.jpg" dataset3\08651.jpg tulip
"C:\pp var 4\dataset3\03412.jpg" dataset3\03412.jpg tulip
"C:\pp var 4\dataset3\00446.jpg" dataset3\00446.jpg tulip
"C:\pp var 4\dataset3\02290.jpg" dataset3\02290.jpg tulip
"C:\pp var 4\dataset3\08275.jpg" dataset3\08275.jpg tulip
